File,Result,D_B,D_C,D_L,D_R,D_S,D_E(%),nNodes,nEdges,nSegRelEdges,dPairs,segPairErrors,nodeCorrect,edgeDiffClassCount,undirDiffClassCount,nSeg,detectedSeg,dSegRelEdges,CorrectSegments,CorrectSegmentsAndClass,ClassError,CorrectSegRels,CorrectSegRelLocations,SegRelErrors,hasCorrectSegments,hasCorrectSegLab,hasCorrectRelationLocations,hasCorrectRelLab,hasCorrectStructure
AC-Oracle/200923-1254-355.lg, Incorrect,2,2,0,0,0,0.2222222222222222,3,6,0,0,0,0,0,0,2,3,0,2,1,2,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-356.lg, Correct,0,0,0,0,0,0.0,5,20,0,0,0,5,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-357.lg, Correct,0,0,0,0,0,0.0,6,30,0,0,0,6,0,0,6,6,0,6,6,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-359.lg, Correct,0,0,0,0,0,0.0,8,56,0,0,0,8,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-35.lg, Correct,0,0,0,0,0,0.0,4,12,0,0,0,4,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-360.lg, Correct,0,0,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-361.lg, Correct,0,0,0,0,0,0.0,7,42,0,0,0,7,0,0,5,5,0,5,5,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-366.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-370.lg, Correct,0,0,0,0,0,0.0,6,30,0,0,0,6,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-376.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,3,3,0,3,3,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-377.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,3,3,0,3,3,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-378.lg, Correct,0,0,0,0,0,0.0,5,20,0,0,0,5,0,0,4,4,0,4,4,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-37.lg, Correct,0,0,0,0,0,0.0,9,72,0,0,0,9,0,0,6,6,0,6,6,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-380.lg, Correct,0,0,0,0,0,0.0,2,2,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-38.lg, Correct,0,0,0,0,0,0.0,9,72,0,0,0,9,0,0,6,6,0,6,6,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-39.lg, Correct,0,0,0,0,0,0.0,5,20,0,0,0,5,0,0,5,5,0,5,5,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-40.lg, Correct,0,0,0,0,0,0.0,7,42,0,0,0,7,0,0,6,6,0,6,6,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-41.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-42.lg, Correct,0,0,0,0,0,0.0,9,72,0,0,0,9,0,0,7,7,0,7,7,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-43.lg, Correct,0,0,0,0,0,0.0,8,56,0,0,0,8,0,0,6,6,0,6,6,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-44.lg, Incorrect,31,3,28,2,26,0.2688295111318631,17,272,0,14,13,14,2,1,11,11,0,7,7,4,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-46.lg, Correct,0,0,0,0,0,0.0,3,6,0,0,0,3,0,0,2,2,0,2,2,0,0,0,0,1,1,1,1,1
AC-Oracle/200923-1254-48.lg, Incorrect,11,1,10,0,10,0.16770081571288378,15,210,0,5,5,14,0,0,10,10,0,7,7,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-49.lg, Incorrect,7,1,6,0,6,0.2294871267669123,9,72,0,3,3,8,0,0,6,6,0,3,3,3,0,0,0,0,0,1,1,0
AC-Oracle/200923-1254-4.lg, Correct,0,0,0,0,0,0.0,2,2,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
